company_name,s1_filings_count
OPEN MRI OF SIMPSONVILLE LLC,2
"Riverbed Technology, Inc.",2
"Knightscope, Inc.",2
"NEAH POWER SYSTEMS, INC.",2
"Collective Audience, Inc.",2
"RED MOUNTAIN RESOURCES, INC.",2
Juniper Bond Holdings III LLC,2
"Durata Therapeutics, Inc.",2
Huntwicke Capital Group Inc.,2
"Shell Midstream Partners, L.P.",2
"Monarch Financial Holdings, Inc.",2
FPB BANCORP INC,2
CLARENT CORP/DE,2
TACTILE SYSTEMS TECHNOLOGY INC,2
MARKWEST HYDROCARBON L.L.C.,2
GRANT GEOPHYSICAL INC,2
WESTERN LIBERTY BANCORP,2
"CompoSecure, Inc.",2
Noble-Met LLC,2
AMTECH SYSTEMS INC,2
"Montalvo Spirits, Inc.",2
"VISUAL SCIENCES, INC.",2
STARMEDIA NETWORK INC,2
Realogy Services Group LLC,2
"Anacor Pharmaceuticals, Inc.",2
NOVEON INTERNATIONAL INC,2
Immunome Inc.,2
"PNMAC Holdings, Inc.",2
Liquidia Technologies Inc,2
IPOWorld,2
DADE BEHRING INC,2
"BGSF, INC.",2
"NEW MEDIA INSIGHT GROUP, INC.",2
"Kiniksa Pharmaceuticals International, plc",2
INTERNATIONAL WIRELESS COMMUNICATIONS HOLDINGS INC,2
COASTAL CARIBBEAN OILS & MINERALS LTD,2
Market Vectors Commodity Trust,2
Sotheby's International Realty Affiliates LLC,2
LTWC CORP,2
STANDARD MANAGEMENT CORP,2
"PETROSONIC ENERGY, INC.",2
"PUMA BIOTECHNOLOGY, INC.",2
Vilacto Bio Inc.,2
CLAYTON OPEN MRI LLC,2
SES AI Corp,2
EMPIRE ENERGY CORP,2
COLE NATIONAL GROUP INC,2
"Ventyx Biosciences, Inc.",2
HLTH CORP,2
Burger King Holdings Inc,2
GPM Petroleum LP,2
"Thermat Acquisition, LLC",2
"CALIFORNIA PIZZA KITCHEN, INC.",2
"Everyday Health, Inc.",2
Silver State Bancorp,2
SIMPSONVILLE OPEN MRI LLC,2
"WITH, INC.",2
ACCPAC INTERNATIONAL INC,2
"OnKure Therapeutics, Inc.",2
"LONG TERM CARE OPERATIONS 360, INC.",2
RPX Corp,2
"INTEGRATED VENTURES, INC.",2
"PURA NATURALS, INC.",2
"Intra-Cellular Therapies, Inc.",2
Folkup Development Inc.,2
BRYAN COLLEGE STATION FINANCIAL HOLDING CO,2
"Sprout Social, Inc.",2
Naugatuck Valley Financial Corp,2
CENTRAL FREIGHT LINES INC,2
White River Energy Corp.,2
EMED TECHNOLOGIES CORP,2
Novusterra Inc,2
Cartus CORP,2
"KinderCare Learning Companies, Inc.",2
"Bohai Pharmaceuticals Group, Inc.",2
"CarLotz, Inc.",2
"Tower Group International, Ltd.",2
DB US Dollar Index Master Trust,2
"VITAMIN BLUE, INC.",2
SYCAMORE NETWORKS INC,2
"Lexeo Therapeutics, Inc.",2
STP Products Manufacturing Co,2
GENOPTIX INC,2
"Cell Source, Inc.",2
"Cannabis Bioscience International Holdings, Inc.",2
OPEN MRI & IMAGING OF SNELLVILLE LLC,2
GLOBAL ENERGY INC,2
TUMBLEWEED COMMUNICATIONS CORP,2
"GRAYSTONE COMPANY, INC.",2
STYLING TECHNOLOGY CORP,2
"Province Healthcare Company, LLC",2
NETRO CORP,2
BIOIMAGING AT CHARLOTTE INC,2
"Alector, Inc.",2
"BLOOMIOS, INC.",2
ABOVENET COMMUNICATIONS INC,2
Falconridge Oil Technologies Corp.,2
"US Export, Inc.",2
SENOMYX INC,2
IASIS HEALTHCARE CORP,2
EBIX INC,2
"MARKETWISE, INC.",2
GREENWICH TECHNOLOGY PARTNERS INC,2
AMCOMP INC /FL,2
"Yew Bio-Pharm Group, Inc.",2
Kenvue Inc.,2
"Grizzly Energy, LLC",2
AbCellera Biologics Inc.,2
SITIME Corp,2
"Auto Disposal of Chattanooga, Inc.",2
Almost Never Films Inc.,2
Williams Partners L.P.,2
Relypsa Inc,2
BE Resources Inc.,2
"Exceed World, Inc.",2
"Tempus Applied Solutions Holdings, Inc.",2
"Benefitfocus, Inc.",2
"Independence Bancshares, Inc.",2
CONSOLIDATED CIGAR HOLDINGS INC,2
"COLLEGIUM PHARMACEUTICAL, INC",2
EFACTOR GROUP CORP.,2
"FingerMotion, Inc.",2
"Glucose Health, Inc.",2
SQZ Biotechnologies Co,2
NP Sunset LLC,2
"American Addiction Centers, Inc.",2
VENTANA MEDICAL SYSTEMS INC,2
"Shutterstock, Inc.",2
"Intelligent Highway Solutions, Inc.",2
FINGERHUT RECEIVABLES INC,2
"Bemax, Inc.",2
WHITEWAVE FOODS Co,2
AURA SYSTEMS INC,2
"Virtu Financial, Inc.",2
"Heritage Distilling Holding Company, Inc.",2
MORGAN STANLEY SMITH BARNEY SPECTRUM GLOBAL BALANCED LP,2
Vertiv Holdings Co,2
Jack Gaughen LLC,2
"GLG Partners, Inc.",2
MDCM HOLDINGS INC,2
FINET COM INC,2
"ASV HOLDINGS, INC.",2
"ECOTALITY, INC.",2
CEREBAIN BIOTECH CORP.,2
AIRBORNE WIRELESS NETWORK,2
QUEST SOFTWARE INC,2
ICON INCOME FUND EIGHT /DE,2
Service Team Inc.,2
BCSB Bancorp Inc.,2
Jiucaitong Group Ltd,2
"Gain Therapeutics, Inc.",2
MCK COMMUNICATIONS INC,2
ETFS White Metals Basket Trust,2
Real Estate Services LLC,2
PLATINUM ENERGY RESOURCES INC,2
"Kura Oncology, Inc.",2
Coldwell Banker Residential Referral Network,2
1Life Healthcare Inc,2
CENTAUR PHARMACEUTICALS INC,2
Embrace Change Acquisition Corp.,2
HEWITT ASSOCIATES INC,2
"Nextdoor Holdings, Inc.",2
iShares Silver Trust,2
BARCELO CRESTLINE CORP,2
"Intersect ENT, Inc.",2
Alion - IPS Corp,2
INTELSAT INVESTMENTS S.A.,2
"TripBorn, Inc.",2
"Revolution Lighting Technologies, Inc.",2
"e.l.f. Beauty, Inc.",2
"FAMILYMEDS GROUP, INC.",2
"Avarus, Inc.",2
Bradford Bancorp Inc /MD,2
CHATTANOOGA DIAGNOSTIC IMAGING INC,2
Iterum Therapeutics US Ltd,2
"Global Business Travel Group, Inc.",2
USF GLEN MOORE INC.,2
NCO GROUP INC,2
"TESARO, Inc.",2
"Berkshire Grey, Inc.",2
"Waydan Title, Inc.",2
"Principal Solar, Inc.",2
"DreamWorks Animation, LLC",2
BAKERS FOOTWEAR GROUP INC,2
EXE TECHNOLOGIES INC,2
Midstream Co LLC,2
"Superior Well Services, INC",2
"PSQ Holdings, Inc.",2
"Dianthus Therapeutics, Inc. /DE/",2
"HII Technologies, Inc.",2
"LEGALZOOM.COM, INC.",2
"PACS Group, Inc.",2
Columbia Pipeline Partners LP,2
Pioneer PE Holding LLC,2
EXTENDED SYSTEMS INC,2
FIRST GOLDEN AMERICAN LIFE INSURANCE CO OF NEW YORK,2
"Snail, Inc.",2
"Balincan USA, Inc.",2
ENERGY CONVERSION DEVICES INC,2
KAIBO FOODS Co Ltd,2
APPLE ORTHODONTIX INC,2
"Washington Consulting, Inc.",2
FISION Corp,2
WINTEGRA INC,2
NORTH FACE INC,2
CONNETICS CORP,2
Coldwell Banker Real Estate Services LLC,2
COMSYS IT PARTNERS INC,2
Direxion Shares ETF Trust II,2
FBR & Co.,2
MOBILE OPEN MRI INC,2
ESSEX INTERNATIONAL INC /,2
NAVTEQ CORP,2
MIPS TECHNOLOGIES INC,2
ALDAGEN INC,2
BANCTEC INC,2
PICK COMMUNICATIONS CORP,2
MNP Petroleum Corp,2
MEDTOX SCIENTIFIC INC,2
"TIGO ENERGY, INC.",2
"SYNLOGIC, INC.",2
VW CREDIT LEASING LTD,2
"RetailMeNot, Inc.",2
AMERICAN MEDICAL LABORATORIES INC,2
"IFAN FINANCIAL, INC.",2
VI Technology Inc.,2
PIEDMONT IMAGING INC  SPARTANBURG,2
"F-star Therapeutics, Inc.",2
ALLION HEALTHCARE INC,2
VIEWLOCITY INC,2
Bridgetown Holdings Ltd,2
TELETOUCH COMMUNICATIONS INC,2
"RICHARDSON ELECTRONICS, LTD.",2
CAMCO FINANCIAL CORP,2
NRT Philadelphia LLC,2
"MAKAMER HOLDINGS, INC.",2
Luckwel Pharmaceuticals Inc.,2
DRS Inc.,2
"STEC, INC.",2
YADKIN FINANCIAL Corp,2
"Highland Financial Partners, L.P.",2
"Chineseinvestors.com, Inc.",2
QualTek Wireless LLC,2
HORIZON PHARMACEUTICAL LLC,2
Portillo's Inc.,2
Hyzon Motors Inc.,2
NRT REOExperts LLC,2
"ARROWHEAD PHARMACEUTICALS, INC.",2
"Blaize Holdings, Inc.",2
PARADYNE NETWORKS INC,2
AppLovin Corp,2
OPEN MRI OF CENTRAL GEORGIA LLC,2
abrdn Platinum ETF Trust,2
RYERSON TULL INC,2
PRACTICEWORKS INC,2
"Circle Entertainment, Inc.",2
"Pear Therapeutics, Inc.",2
"Phunware, Inc.",2
1PM Industries,2
PARETEUM Corp,2
"Tennessee Commerce Bancorp, Inc.",2
"Dyne Therapeutics, Inc.",2
GRAYBAR ELECTRIC CO INC VOTING TRUST,2
Title Resources INC,2
Applied Molecular Transport Inc.,2
WOODSTOCK DIAGNOSTIC IMAGING LLC,2
"STEALTH TECHNOLOGIES, INC.",2
"AV Therapeutics, Inc.",2
Dresser-Rand Group Inc.,2
ATG INC,2
2ND SWING INC,2
AerSale Corp,2
ATRIA COMMUNITIES INC,2
INKTOMI CORP,2
"Tempus AI, Inc.",2
GLOBAL PREFERRED HOLDINGS INC,2
CytRx Oncology Corp,2
"INTERNATIONAL DISPLAYWORKS, INC",2
"CONCENTRIX SREV, INC.",2
"QR Energy, LP",2
"CAPSTONE COMPANIES, INC.",2
"Salix Animal Health, LLC",2
DESIGN WITHIN REACH INC,2
"ChemoCentryx, Inc.",2
PROBUSINESS SERVICES INC,2
WAREFORCE COM INC,2
"Jason Industries, Inc.",2
CHAPARRAL RESOURCES INC,2
"Infosmart Group, Inc.",2
MEADE INSTRUMENTS CORP,2
CVENT INC,2
FORT MILL DIAGNOSTIC IMAGING LLC,2
DIRECT GENERAL CORP,2
Mountain View MRI,2
"StandardAero, Inc.",2
MSU DEVICES INC,2
"Civitas Solutions, Inc.",2
"Vape Holdings, Inc.",2
"Liquid Holdings Group, Inc.",2
KRAUSES FURNITURE INC,2
MACROshares Oil Down Tradeable Trust,2
"Glimpse Group, Inc.",2
SKYMALL INC,2
ARMADA WATER ASSETS INC,2
"Bankrate, Inc.",2
"ShopEye, Inc.",2
CAROLINA IMAGING INC OF FAYETTEVILLE,2
INSIGHT HEALTH SERVICES HOLDINGS CORP,2
abrdn Palladium ETF Trust,2
GSI TECHNOLOGY INC,2
Yuenglings Ice Cream Corp,2
CHARGER MINERALS CORP,2
"Nautilus Biotechnology, Inc.",2
"Gadsden Properties, Inc.",2
PHI GROUP INC,2
JTS CORP,2
ING INSURANCE CO  OF AMERICA,2
NRT Hawaii Referral LLC,2
"SOLERA HOLDINGS, INC",2
"Passage BIO, Inc.",2
NEXTIER OILFIELD SOLUTIONS INC.,2
Panex Resources Inc.,2
"Phreesia, Inc.",2
GRAFTECH INC,2
"INCENTRA SOLUTIONS, INC.",2
MOMENTOUS ENTERTAINMENT GROUP INC,2
INDEX STOCK PHOTOGRAPHY INC,2
Seals Entertainment Corp,2
"Bakkt Holdings, Inc.",2
OPEN MRI & IMAGING OF RICHMOND LLC,2
Dynamic Shares Trust,2
"TriView Global Fund, LLC",2
AVIS GROUP HOLDINGS INC,2
FIRST SUNAMERICA LIFE INSURANCE CO,2
SYNCORA HOLDINGS LTD,2
OVERNITE CORP,2
"C4 Therapeutics, Inc.",2
NUCENTRIX BROADBAND NETWORKS INC,2
CYBERSOURCE CORP,2
"ARYx Therapeutics, Inc.",2
SunGard AvantGard (US) Inc.,2
TRANSKARYOTIC THERAPIES INC,2
"Legacy EJY, Inc.",2
"Nurix Therapeutics, Inc.",2
"HERCULES OFFSHORE, INC.",2
"Vitae Pharmaceuticals, Inc",2
"Avalo Therapeutics, Inc.",2
Case Title CO,2
S Wind-up CORP,2
AGERE SYSTEMS INC,2
PROFUTURES LONG/SHORT GROWTH FUND LP,2
"SEMrush Holdings, Inc.",2
IQVIA HOLDINGS INC.,2
DIEDRICH COFFEE INC,2
MEDICAL MANAGER CORP,2
Centric Brands Inc.,2
"Accelerated Pharma, Inc.",2
Houghton Mifflin Harcourt Co,2
"INTARCIA THERAPEUTICS, INC",2
"Totaligent, Inc.",2
"Hiland Partners Holdings, LLC",2
ETOYS INC,2
Kalera Public Ltd Co,2
PhaseBio Pharmaceuticals Inc,2
"Eiger BioPharmaceuticals, Inc.",2
"Talon Therapeutics, Inc.",2
OPTIMER PHARMACEUTICALS INC,2
DUANE READE INC,2
"Shapeways Holdings, Inc.",2
MERCER INSURANCE GROUP INC,2
COMPUTER TECHNOLOGY ASSOCIATES INC,2
"ZST Digital Networks, Inc.",2
WINK COMMUNICATIONS INC,2
"GeoMet, Inc.",2
Invesco CurrencyShares Swiss Franc Trust,2
MGO Global Inc.,2
MP Environmental Funding LLC,2
"GreenHunter Resources, Inc.",2
NP Red Rock LLC,2
"ZS Pharma, Inc.",2
Coldwell Banker Residential Real Estate LLC,2
"TILE SHOP HOLDINGS, INC.",2
"P10 Industries, Inc.",2
"BMC Capital, Inc.",2
BROADWING CORP,2
"GE INVISION, INC.",2
"FITBIT, INC.",2
LODGIAN INC,2
Grizzly Gold Corp.,2
"Aligos Therapeutics, Inc.",2
LUMERA CORP,2
"Porch Group, Inc.",2
MONTGOMERY OPEN MRI LLC,2
LIGHTING SCIENCE GROUP CORP,2
"SEVCON, INC.",2
EQUALITY BANCORP INC,2
"Comprehensive Medical Imaging Centers, Inc.",2
AGRO CAPITAL MANAGEMENT CORP.,2
SIRNA THERAPEUTICS INC,2
REX ENERGY CORP,2
ADOLOR CORP,2
SHOPPING COM LTD,2
BANK MUTUAL CORP,2
Burnet Title LLC,2
"Panther Expedited Services, Inc.",2
ExOne Co,2
PDC 1996-1997 DRILLING FUND,2
"Total Debt Management, Inc.",2
"Oryon Technologies, Inc.",2
"AMC License Services, LLC",2
Data Technology Services Inc.,2
Dova Pharmaceuticals Inc.,2
ILLUMINET HOLDINGS INC,2
GeoTraq Inc.,2
"Cactus, Inc.",2
CRIMSON EXPLORATION INC.,2
"Tempo Automation Holdings, Inc.",2
ReShape Weightloss Inc.,2
American Well Corp,2
ALTERNATIVE TECHNOLOGY RESOURCES INC,2
"PeopleSupport, Inc.",2
BROADWAY FINANCIAL CORP \DE\,2
"WEIKANG BIO-TECHNOLOGY GROUP CO., INC.",2
908 Devices Inc.,2
Los Gatos Imaging Center,2
CANYON RESOURCES CORP,2
"EHOUSE GLOBAL, INC.",2
"Digital Systems, Inc.",2
Claritev Corp,2
Two Hands Corp,2
"Fairmount Bancorp, Inc.",2
MACROGENICS INC,2
"Danimer Scientific, Inc.",2
"Albertsons Companies, Inc.",2
Savara Inc,2
H&S GRAPHICS INC,2
Global Geophysical Services Inc,2
"FRONTIER DYNAMIC SERIES, a series of The Frontier Fund",2
"MedSource Technologies Pittsburgh, Inc.",2
"Solaris Energy Infrastructure, Inc.",2
"LiveBlock Auctions International, Inc.",2
ADVANCED FIBRE COMMUNICATIONS INC,2
INSPIRE INSURANCE SOLUTIONS INC,2
"STR HOLDINGS, INC.",2
MOTIVE INC,2
"BPI Energy Holdings, Inc.",2
"Valley of California, Inc.",2
DUKE Robotics Corp.,2
"REV Group, Inc.",2
SunGard Institutional Products LLC,2
"Charah Solutions, Inc.",2
LONGWEI PETROLEUM INVESTMENT HOLDING LTD,2
"Forge Global Holdings, Inc.",2
Bold Eagle Acquisition Corp.,2
Organogenesis Holdings Inc.,2
Kaspien Holdings Inc.,2
KIRKWOOD MRI & IMAGING CENTER LLC,2
"Livongo Health, Inc.",2
VYYO INC,2
Alion - CATI CORP,2
"Alight, Inc. / Delaware",2
BlackSky Technology Inc.,2
APEX RESOURCES INC/NV,2
"RED METAL RESOURCES, LTD.",2
TREEV INC,2
Symetra Financial CORP,2
"EXICURE, INC.",2
TRANSCEND THERAPEUTICS INC,2
"Diversey Holdings, Ltd.",2
"Syncor Diagnostics Bakersfield, LLC",2
SWITCHBOARD INC,2
MIDWEST MEDICAL INSURANCE HOLDING CO,2
"Freshpet, Inc.",2
RIBAPHARM INC,2
PEOPLES BANCORPORATION INC /SC/,2
"Arriver Holdco, Inc.",2
"DOUGLAS DYNAMICS, INC",2
NATURAL HEALTH FARM HOLDINGS INC,2
"Corix Bioscience, Inc.",2
DIAGNOSTIC IMAGING OF ATLANTA LLC,2
"SHIFT TECHNOLOGIES, INC.",2
Iterum Therapeutics US Holding Ltd,2
Oklo Inc.,2
Tecnoglass Inc.,2
"Altice USA, Inc.",2
SOUND FEDERAL BANCORP INC,2
Channel Therapeutics Corp,2
Vantage Energy Inc.,2
Cardiogenesis Corp /CA,2
Magnum dOr Resources Inc,2
Cardiff Lexington Corp,2
"MedSource Technologies, Newton Inc.",2
INTERVU INC,2
ERA Franchise Systems LLC,2
NRT Referral Network LLC,2
LIGHTSPAN INC,2
"Rapid Therapeutic Science Laboratories, Inc.",2
"Deciphera Pharmaceuticals, Inc.",2
"Ramaco Resources, Inc.",2
Pineapple Financial Inc.,2
STEELCLOUD INC,2
"L-1 IDENTITY SOLUTIONS, INC.",2
"Boomerang Systems, Inc.",2
"FTC Solar, Inc.",2
F45 Training Holdings Inc.,2
Station Casinos LLC,2
"Quarta-Rad, Inc.",2
ASPECT MEDICAL SYSTEMS INC,2
Pepper Rock Resources Corp.,2
HAYES CORP,2
"First Watch Restaurant Group, Inc.",2
LDR HOLDING CORP,2
GALVESTON BAY PROCESSING CORP,2
"FrogAds, Inc.",2
Beam Therapeutics Inc.,2
AQUIS COMMUNICATIONS GROUP INC,2
"Luxeyard, Inc.",2
CRYSTAL DECISIONS INC,2
STORAGENETWORKS INC,2
MARKETWATCH MEDIA INC,2
SERACARE LIFE SCIENCES INC,2
"Acacia Communications, Inc.",2
"KNOVA SOFTWARE, INC.",2
BlueLinx Holdings Inc.,2
"Clearpoint Business Resources, Inc",2
BPI PACKAGING TECHNOLOGIES INC,2
Birchtech Corp.,2
"Lucy Scientific Discovery, Inc.",2
"Owlet, Inc.",2
Hycroft Mining Corp,2
IGATE CORP,2
"Bark, Inc.",2
RECYCLING INDUSTRIES INC,2
COVANSYS CORP,2
ADEZA BIOMEDICAL CORP,2
EPI TECHNOLOGIES INC/DE,2
Title Resource Group Affiliates Holdings LLC,2
QLIK TECHNOLOGIES INC,2
SIMTEK CORP,2
"Oric Pharmaceuticals, Inc.",2
"Elvictor Group, Inc.",2
"GME INNOTAINMENT, INC.",2
Madison Square Garden Entertainment Corp.,2
"EF Johnson Technologies, Inc.",2
Motorsport Games Inc.,2
AMSCAN HOLDINGS INC,2
"Abington Community Bancorp, Inc.",2
OPEN MRI & IMAGING OF ALBANY LLC,2
WGNB CORP,2
FALCONSTOR SOFTWARE INC,2
KEITH COMPANIES INC,2
"Starry Group Holdings, Inc.",2
"BITMINE IMMERSION TECHNOLOGIES, INC.",2
MariaDB plc,2
"WREM, Inc.",2
LEXINGTON OPEN MRI INC,2
Hellenic Solutions Corp,2
Royalty Pharma plc,2
Neurogene Inc.,2
"PIKSEL, INC.",2
AEI CapForce II Investment Corp,2
BLUEARC CORP,2
"Driven Deliveries, Inc.",2
"RIGHTSCORP, INC.",2
"Applied Visual Sciences, Inc.",2
SUN VIEW HOLDINGS INC,2
Cushman & Wakefield plc,2
Royalty Management Holding Corp,2
DYAX CORP,2
TIMCO AVIATION SERVICES INC,2
"Rubicon Technology, Inc.",2
Wejo Group Ltd,2
Intelsat (Luxembourg) S.A.,2
PLEDGE PETROLEUM CORP,2
Title Resource Group LLC,2
UTI Holding Co,2
COMMUNITY WEST BANCSHARES /,2
DIGITALNET HOLDINGS INC,2
"FDCTECH, INC.",2
AMERICA WEST AIRLINES INC,2
BMP Sunstone CORP,2
Triangle Petroleum Corp,2
"ICON LEASING FUND ELEVEN, LLC",2
NUSATRIP Inc,2
"Fat Brands, Inc",2
Alion International Corp,2
MoonLake Immunotherapeutics,2
"Orange County Regional PET Center-Irvine, LLC",2
Q32 Bio Inc.,2
NETGRAVITY INC,2
HYDROCARB ENERGY CORP,2
UBID INC,2
DIRECTVIEW HOLDINGS INC,2
"TRUMP ENTERTAINMENT RESORTS, INC.",2
"Convio, Inc.",2
Hyliion Holdings Corp.,2
Tenaya Acquisitions Co,2
"Dave & Buster's Entertainment, Inc.",2
"SECURE DIGITAL, INC.",2
"Privia Health Group, Inc.",2
Century 21 Real Estate LLC,2
STATEN ISLAND BANCORP INC,2
Cooper-Standard Automotive NC L.L.C.,2
Enovix Corp,2
AVTEAM INC,2
TANDEM DIABETES CARE INC,2
DIGITAL ANGEL CORP,2
PLATINUM UNDERWRITERS HOLDINGS LTD,2
Hilton Worldwide Holdings Inc.,2
Greenland Technologies Holding Corp.,2
99 CENT STUFF INC,2
IMPCO TECHNOLOGIES INC,2
PE Environmental Funding LLC,2
"Mister Car Wash, Inc.",2
ENSTAR INC,2
Symmetry Medical Inc.,2
PRINTCAFE SOFTWARE INC,2
"Inventergy Global, Inc.",2
T-REX Acquisition Corp.,2
"AVALARA, INC.",2
"QHSLab, Inc.",2
ESG Inc.,2
"LUDWIG ENTERPRISES, INC.",2
SPINNAKER EXPLORATION CO,2
Real Estate Referral LLC,2
OVERSEAS SHIPHOLDING GROUP INC,2
GREEN TREE LEASE FINANCE II INC,2
AXXESS PHARMA INC.,2
PACIFIC CONTINENTAL CORP,2
"NUTRANOMICS, INC.",2
"Loop Media, Inc.",2
"Westmoreland Resource Partners, LP",2
"LOGIQ, INC.",2
KITTY HAWK INC,2
BrightSphere Investment Group plc,2
Carbon Energy Corp,2
"EVCARCO, INC.",2
SunGard SSF Canada Holdings Inc.,2
CSK AUTO CORP,2
"GreenHouse Holdings, Inc.",2
"Seer, Inc.",2
VIST FINANCIAL CORP,2
LOGIC DEVICES Inc,2
NEW AMERICA ENERGY CORP.,2
Antero Midstream Partners LP,2
AMERICAN ITALIAN PASTA CO,2
MORGAN STANLEY CHARTER WELTON LP,2
OPEN MRI OF GEORGIA INC,2
"G&D, LLC",2
"VAPORIN, INC.",2
"Cadrenal Therapeutics, Inc.",2
"Relay Therapeutics, Inc.",2
World Real Estate Marketing LLC,2
HENNESSY ADVISORS INC,2
"Chaparral Energy, Inc.",2
Market Street Settlement Group LLC,2
QUANTUM ENERGY INC.,2
Santander Consumer USA Holdings Inc.,2
"Westborn Service Center, Inc.",2
XOOM INC,2
"EQT RE, LLC",2
RIGHTNOW TECHNOLOGIES INC,2
DIGIMARC CORP,2
SunGard Signix Inc,2
NZCH Corp,2
"MALIBU BOATS, INC.",2
FriendFinder Networks Inc.,2
Barrel Energy Inc.,2
SATUSA Corp,2
"San Fernando Valley Regional PET Center, LLC",2
COMMAND SYSTEMS INC,2
1 800 CONTACTS INC,2
"GOLD HILLS MINING, LTD.",2
Nuvation Bio Inc.,2
"RADIATION THERAPY SERVICES, INC.",2
OMNIQUIP INTERNATIONAL INC,2
NRT Arizona Referral LLC,2
BRIDGEWAY NATIONAL CORP.,2
NEWCOURT RECEIVABLES CORP II,2
McLeodUSA LLC,2
WATCHGUARD TECHNOLOGIES INC,2
Ancestry.com Inc.,2
CAPITAL TRUST HOLDINGS INC.,2
"CME2, Inc.",2
VALLEY FORGE LIFE INSURANCE CO,2
SPIGADORO INC,2
"Montrose Environmental Group, Inc.",2
Context Therapeutics Inc.,2
"Encore Brands, Inc.",2
"DG Promotions, Inc.",2
AMAYA Global Holdings Corp.,2
HAWKER PACIFIC AEROSPACE,2
"INTENSITY THERAPEUTICS, INC.",2
InvenSense Inc,2
BranchOut Food Inc.,2
USF RedStar LLC,2
"U.S. RARE EARTHS, INC",2
NEXLAND INC,2
Virtus Oil & Gas Corp.,2
ODD JOB STORES INC,2
EAGLE ROCK ENERGY PARTNERS L P,2
Bird Acquisition Corp.,2
"Resonate Blends, Inc.",2
SOLUTIA INC,2
Gas Natural Inc.,2
"Akrion, Inc.",2
"Microvast Holdings, Inc.",2
"CH REAL ESTATE II, INC.",2
Planet Labs PBC,2
"Grapefruit USA, Inc",2
DALRADA FINANCIAL CORP,2
"C1 Financial, Inc.",2
"Receptos, Inc.",2
CYMER INC,2
"Evolus, Inc.",2
CYPRESS BIOSCIENCE INC,2
OUTDOOR COMMUNICATIONS INC /DE/,2
Sunnova Energy International Inc.,2
SPLASH TECHNOLOGY HOLDINGS INC,2
COPPER MOUNTAIN NETWORKS INC,2
"SolarMax Technology, Inc.",2
"Welbilt, Inc.",2
"Alignment Healthcare, Inc.",2
Wheels Up Experience Inc.,2
NRT Utah LLC,2
"Doma Holdings, Inc.",2
"CARGO Therapeutics, Inc.",2
FIRST COMMUNITY CORP /SC/,2
UNIMARK GROUP INC,2
AMBIT BIOSCIENCES CORP,2
SCHMITT INDUSTRIES INC,2
Enterprise Informatics Inc,2
"CHINA ELECTRIC MOTOR, INC.",2
"NuStar GP Holdings, LLC",2
3FORCES INC.,2
Kemiao Garment Holding Group,2
AXIOM CORP.,2
EMERALD DAIRY INC,2
IMAGING CENTER OF CENTRAL GEORGIA LLC,2
"Inotiv, Inc.",2
"Guardian Title Agency, LLC",2
"Poage Bankshares, Inc.",2
"SmartRent, Inc.",2
"Point of Care Nano-Technology, Inc.",2
"SINOCOM PHARMACEUTICAL, INC.",2
China Nutrifruit Group LTD,2
SunEdison Semiconductor Ltd,2
Universal Gaming Corp,2
CAROLINA MEDICAL IMAGING LLC,2
GIGA INFORMATION GROUP INC,2
"Soliton, Inc.",2
"Aravive, Inc.",2
Cartus Asset Recovery Corp,2
"Referral Network Plus, Inc.",2
"Zentalis Pharmaceuticals, Inc.",2
"HealthSpring, Inc.",2
"Aclaris Therapeutics, Inc.",2
Rally Software Development Corp,2
Kibush Capital Corp,2
"VANTAGESOUTH BANCSHARES, INC.",2
MODEM MEDIA INC,2
CAROLINAS DIAGNOSTIC IMAGING INC,2
ATHENS MRI LLC,2
TRIDENT RESOURCES CORP,2
ABBY INC.,2
Syra Health Corp,2
"STEM CELL INNOVATIONS, INC.",2
REATA PHARMACEUTICALS INC,2
AIRGAIN INC,2
"AdTheorent Holding Company, Inc.",2
"OCULAR THERAPEUTIX, INC",2
EDISON SCHOOLS INC,2
NEXTEST SYSTEMS CORP,2
MEWBOURNE ENERGY PARTNERS 02-A LP,2
LNL Agents 401(k) Savings Plan,2
KEYNOTE SYSTEMS INC,2
"Athira Pharma, Inc.",2
NRT Mid-Atlantic LLC,2
"Medidata Solutions, Inc.",2
FOX FACTORY HOLDING CORP,2
"Astria Therapeutics, Inc.",2
"Orexigen Therapeutics, Inc.",2
XENOGEN CORP,2
Nerdy Inc.,2
Procell Decking Inc,2
"Alteryx, Inc.",2
Virgin America Inc.,2
"Anebulo Pharmaceuticals, Inc.",2
"Blade Air Mobility, Inc.",2
"Reservoir Media, Inc.",2
MAKO Surgical Corp.,2
"CORNELL COMPANIES, INC.",2
"CHINA SECURITY & SURVEILLANCE TECHNOLOGY, INC.",2
"TRG Settlement Services, LLP",2
Univar Solutions Inc.,2
"Thunder Bridge Capital Partners IV, Inc.",2
"AXION INTERNATIONAL HOLDINGS, INC.",2
AMERICAN CRYSTAL SUGAR CO /MN/,2
"Pluralsight, Inc.",2
Hillman Solutions Corp.,2
USF DUGAN INC,2
"Installed Building Products, Inc.",2
PHOENIX DIAGNOSTIC IMAGING INC,2
SHARING ECONOMY INTERNATIONAL INC.,2
ELECTROPREMIUM,2
TomoTherapy Inc,2
RENAISSANCE ENTERTAINMENT CORP,2
COLLEGIS INC,2
